Account_No,TRANSACTION_DETAILS,WITHDRAWAL_AMOUNT,DEPOSIT_AMOUNT,BALANCE_AMOUNT,Transaction_Dates
409000611074,INDO GIBL Indiaforensic STL30041,60449.00,,1311144.00,2022-07-02
409000611074,FDRL/INTERNAL FUND TRANSFE,,300000.00,1311527.00,2022-03-12
409000611074,INDO GIBL Indiaforensic STL24011,245413.00,,1312983.00,2022-04-23
409000611074,Indfor INCOME INDO REMI26121,1320.00,,1313738.00,2022-02-25
409000425051,NEFT/CBINH16107289293/M S,,1000.00,852583.32,2022-09-05
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1314596.00,2023-01-07
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1315058.00,2022-10-15
409000493201,BBPS SETMNT FOR DT 020120,61493.58,,1315265.63,2022-06-17
409000425051,NEFT/BKIDN16104834588/KAV,,21000.00,851583.32,2023-09-06
409000425051,NEFT/CBINH16335158143/Mr.,,8000.00,850082.85,2022-12-24
409000493201,TRF FRM  Indiaforensic SERVICES,,400000.00,1316834.71,2022-06-17
409000493201,FDRL/INTERNAL FUND TRANSFE,,50000.00,1317228.69,2023-11-24
409000425051,BDP IS 6095,,21000.00,848572.85,2023-05-19
409000425051,NEFT/SBIN716335138946/Mr,,8000.00,842082.85,2023-01-05
409000425051,NEFT/CBINH16335A07116/KAV,,8000.00,834082.85,2023-11-29
409000493201,BBPS DT 12122018,,361675.89,1317796.43,2023-05-04
409000493201,BBPS DT 03032018,,35851.19,1318774.20,2023-03-05
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1319019.00,2023-12-27
409000425051,NEFT/SBIN916238278625/FIR,,10000.00,832578.60,2023-09-28
409000611074,Indfor INCOME INDO REMI13081,3480.00,,1321405.00,2023-12-08
409000611074,FDRL/INTERNAL FUND TRANSFE,,200000.00,1322080.00,2023-02-03
409000425051,NEFT/SAA33261155/SANJEET,,1000.00,830583.32,2023-05-31
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,1323004.97,2023-09-13
409000611074,Indfor INCOME INDO REMI04121,1920.00,,1323008.00,2023-12-11
409000611074,INDO GIBL Indiaforensic STL20061,386200.00,,1323046.00,2022-12-23
409000611074,Indfor INCOME INDO REMI30111,3360.00,,1323401.00,2022-10-31
409000493201,BBPS DT 17092018,938.84,,1323948.31,2023-08-08
409000425051,NEFT/BARBH16098696964/MOT,,1000.00,829583.32,2022-08-25
409000611074,INDO GIBL Indiaforensic STL12081,116260.00,,1324885.00,2023-08-15
409000493201,BBPS DT 15092018,,120905.14,1324887.15,2023-03-28
409000493201,BBPS DT 22112008,,426704.94,1324908.67,2023-06-10
409000611074,INDO GIBL Indiaforensic STL03121,244750.00,,1324928.00,2022-03-10
409000425051,NEFT/SD1290309312/VIDYART,,1000.00,828583.32,2023-01-03
409000425051,NEFT/MAHBH16090571628/M/s,,20000.00,827583.32,2022-07-29
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1325809.00,2023-05-16
409000425051,BDP IS 6095,,2000.00,827572.85,2022-05-09
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1326586.00,2023-11-04
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1326761.00,2023-11-10
409000425051,BDP IS 6095,,3000.00,826082.85,2022-04-19
409000425051,BDP IS 6095,,5000.00,825572.85,2022-08-17
409000425051,BDP IS 6095,,5000.00,823082.85,2023-11-27
409000611074,INDO GIBL Indiaforensic STL21121,146050.00,,1329582.00,2023-04-02
409000493201,BBPS DT 07112018,,471757.52,1329878.54,2023-05-04
409000425051,BDP IS 6095,,1000.00,822578.60,2022-08-13
409000425051,NEFT/CBINH16237A06186/SON,,1000.00,821578.60,2023-01-13
409000493201,BBPS DT 17102018,,267790.01,1330681.33,2023-09-03
409000611074,Indfor INCOME INDO REMI28121,1320.00,,1332011.00,2022-02-03
409000425051,BDP IS 6095,,1000.00,820578.60,2023-01-18
409000611074,INDO GIBL Indiaforensic STL22031,301200.00,,1332409.00,2023-09-23
409000425051,BDP IS 6095,,5000.00,820572.85,2023-03-23
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1333331.00,2022-05-14
409000425051,NEFT/CBINH16237A06113/DHA,,12000.00,819578.60,2023-11-07
409000425051,BDP IS 6095,,3000.00,818082.85,2022-11-13
409000493201,BBPS DT 12082018,,151788.62,1333722.45,2023-02-24
409000611074,Indfor INCOME INDO REMI09081,2280.00,,1334575.00,2023-04-05
409000425051,NEFT/SBIN216307265211/ROH,,1000.00,815572.85,2023-12-01
409000611074,INDO GIBL Indiaforensic STL04051,272000.00,,1336369.00,2023-05-27
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1336855.00,2023-01-02
409000493201,BBPS SETMNT FOR DT 110920,248270.54,,1336939.89,2023-04-05
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1337842.00,2023-06-08
409000425051,BDP IS 6095,,5000.00,815082.85,2023-03-09
409000611074,Indfor INCOME INDO REMI05011,2760.00,,1338637.00,2022-05-20
409000611074,INDO GIBL Indiaforensic STL05031,153300.00,,1339667.00,2022-01-11
409000493201,BBPS DT 11062018,,82132.09,1340253.48,2023-05-29
409000493201,BBPS DT 13082018,,7164.58,1340887.03,2023-11-15
409000611074,INDO GIBL Indiaforensic STL06011,17500.00,,1341397.00,2023-09-14
409000425051,BDP IS 6095,,1000.00,814572.85,2022-09-18
409000425051,NEFT/SBIN116305096270/IRF,,12000.00,813572.85,2023-01-26
409000611074,Indfor INCOME INDO REMI22121,960.00,,1343353.00,2023-03-10
409000611074,INDO GIBL Indiaforensic STL23121,20000.00,,1344313.00,2022-04-18
409000611074,FDRL/INTERNAL FUND TRANSFE,,200000.00,1344356.00,2022-10-22
409000611074,Indfor INCOME INDO REMI18101,1200.00,,1345048.00,2023-05-29
409000611074,INDO GIBL Indiaforensic STL02051,206700.00,,1345369.00,2022-07-21
409000611074,INDO GIBL Indiaforensic STL17101,119200.00,,1346248.00,2023-02-23
409000493201,FDRL/INTERNAL FUND TRANSFE,,100000.00,1346517.99,2022-11-24
409000493201,BBPS DT 04092018,,148802.00,1346539.65,2022-08-11
409000425051,NEFT/0P16113016945610/SAT,,8000.00,810082.85,2022-02-21
409000493201,BBPS DT 22052018,90671.52,,1347360.22,2022-06-10
409000493201,FDRL/INTERNAL FUND TRANSFE,,300000.00,1347410.67,2023-04-17
409000493201,BBPS DT 14082018,,6597.22,1347484.25,2023-04-10
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1347570.00,2022-03-10
409000611074,FDRL/INTERNAL FUND TRANSFE,,300000.00,1348050.00,2023-09-04
409000425051,NEFT/SBIN116062424445/DEE,,21000.00,807583.32,2022-12-30
409000425051,NEFT/SBIN816237956149/ANK,,7000.00,807578.60,2022-06-09
409000425051,NEFT/BARBH16335651527/SHA,,8000.00,802082.85,2022-11-18
409000425051,NEFT/SBIN816303366296/SAN,,1000.00,801572.85,2023-09-30
409000493201,FDRL/INTERNAL FUND TRANSFE,,300000.00,1349640.83,2022-01-03
409000611074,Indfor INCOME INDO REMI07091,3240.00,,1350492.00,2022-11-13
409000425051,NEFT/SBIN816236506566/SUD,,1000.00,800578.60,2022-07-21
409000425051,BDP IS 6095,,1000.00,800572.85,2022-08-28
409000425051,BDP IS 6095,,1000.00,799578.60,2022-04-24
409000493201,FDRL/INTERNAL FUND TRANSFE,,300000.00,1351901.26,2022-08-05
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1352432.00,2023-06-19
409000425051,NEFT/SBIN416301935538/MOH,,1000.00,799572.85,2022-06-16
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1353407.00,2022-01-26
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1353732.00,2023-10-03
409000425051,BDP IS 6095,,1000.00,798578.60,2022-08-18
409000425051,BDP IS 6095,,2000.00,798572.85,2022-07-01
409000493201,BBPS SETMNT FOR DT 050120,119145.09,,1356274.19,2022-03-22
409000611074,Indfor INCOME INDO REMI27091,2040.00,,1357483.00,2023-01-12
409000425051,BDP IS 6095,,1000.00,797578.60,2023-09-16
409000611074,INDO GIBLOXGN REVSTL03031,,155500.00,1358234.00,2022-12-10
409000611074,Indfor INCOME INDO REMI06011,240.00,,1358897.00,2023-08-08
409000425051,BDP IS 6095,,1000.00,796578.60,2022-12-13
409000611074,INDO GIBL Indiaforensic STL04011,218276.00,,1359137.00,2022-11-06
409000611074,INDO GIBL Indiaforensic STL24011,204900.00,,1359395.00,2022-11-14
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1359523.00,2022-11-13
409000493201,FDRL/INTERNAL FUND TRANSFE,,50000.00,1359823.06,2023-03-17
409000611074,INDO GIBL Indiaforensic STL01031,200799.00,,1360234.00,2023-11-02
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1360757.00,2022-02-01
409000425051,BDP IS 6095,,5000.00,796572.85,2022-03-04
409000425051,NEFT/CBINH16233A06107/SON,,10000.00,795578.60,2022-09-10
409000425051,BDP IS 6095,,8000.00,794082.85,2022-02-05
409000611074,Indfor INCOME INDO REMI09011,1920.00,,1364287.00,2023-12-26
409000611074,Indfor INCOME INDO REMI23121,120.00,,1364313.00,2022-11-13
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1364433.00,2022-08-12
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1364796.00,2023-05-15
409000425051,BDP IS 6095,,5000.00,791572.85,2023-09-24
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1366207.00,2022-07-22
409000425051,NEFT/SD1279001248/DHARAMB,,21000.00,786583.32,2023-09-26
409000493201,BBPS SETMNT FOR DT 041120,110902.77,,1367168.74,2023-11-02
409000493201,FDRL/INTERNAL FUND TRANSFE,,50000.00,1367228.69,2022-05-13
409000493201,BBPS SETMNT FOR DT 211020,61013.30,,1367278.07,2022-12-25
409000611074,Indfor INCOME INDO REMI10011,2400.00,,1368187.00,2022-10-29
409000493201,BBPS DT 20102018,,349274.16,1370038.21,2022-07-09
409000425051,BDP IS 6095,,2000.00,786572.85,2023-08-02
409000611074,FDRL/INTERNAL FUND TRANSFE,,300000.00,1370587.00,2022-08-15
409000611074,INDO GIBL Indiaforensic STL29041,76000.00,,1371593.00,2023-05-09
409000611074,Indfor INCOME INDO REMI24091,2280.00,,1372390.00,2022-09-25
409000425051,NEFT/ALLAH16334158721/Mr.,,8000.00,786082.85,2023-10-08
409000425051,BDP IS 6095,,1000.00,785578.60,2022-07-18
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1374007.00,2022-10-13
409000425051,BDP IS 6095,,1000.00,784578.60,2022-12-18
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1374670.00,2022-09-14
409000611074,INDO GIBL Indiaforensic STL24051,93350.00,,1374732.00,2022-12-18
409000425051,BDP IS 6095,,5000.00,784572.85,2023-07-20
409000425051,BDP IS 6095,,1000.00,783578.60,2023-11-27
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1375910.00,2023-05-07
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1376734.00,2022-02-11
409000493201,BBPS SETMNT FOR DT 010120,199758.22,,1376759.21,2022-10-19
409000611074,Indfor INCOME INDO REMI12071,3120.00,,1377075.00,2022-06-02
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,1377639.55,2023-04-08
409000493201,BBPS DT 15082018,,30456.56,1377940.81,2022-05-28
409000493201,BBPS DT 18052018,39858.43,,1378403.46,2022-05-05
409000425051,BDP IS 6095,,1000.00,782578.60,2023-09-18
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1380195.00,2022-04-09
409000425051,BDP IS 6095,,1000.00,781578.60,2022-01-04
409000611074,Indfor INCOME INDO REMI09101,1920.00,,1381092.00,2023-02-01
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,1381576.02,2022-05-14
409000425051,NEFT/CBINH16231A00772/SON,,1000.00,780578.60,2022-04-06
409000425051,BDP IS 6095,,5000.00,779578.60,2022-03-11
409000425051,BDP IS 6095,,5000.00,779572.85,2022-03-16
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1383012.00,2023-08-24
409000425051,BDP IS 6095,,7200.00,778082.85,2023-10-05
409000425051,BDP IS 6095,,5000.00,774578.60,2022-08-12
409000493201,BBPS DT 16052018,7367.22,,1384993.32,2023-02-19
409000611074,Indfor INCOME INDO REMI28061,2160.00,,1385127.00,2023-02-16
409000493201,BBPS DT 25082018,,89601.49,1385316.07,2022-09-14
409000493201,BBPS DT 18112018,,500434.76,1385335.84,2022-11-25
409000425051,BDP IS 6095,,12000.00,774572.85,2022-06-01
409000425051,BDP IS 6095,,3000.00,770882.85,2022-01-15
409000611074,INDO MFL STL270618,344750.00,,1387287.00,2022-07-15
409000425051,BDP IS 6095,,1000.00,769578.60,2023-11-24
409000611074,INDO GIBL Indiaforensic STL21041,242700.00,,1389168.00,2022-11-17
409000425051,BDP IS 6095,,1000.00,768578.60,2023-09-15
409000425051,BDP IS 6095,,5000.00,767882.85,2022-01-16
409000611074,Indfor INCOME INDO REMI01081,1080.00,,1391461.00,2022-07-20
409000611074,INDO GIBL Indiaforensic STL05041,309200.00,,1391509.00,2023-05-31
409000611074,INDO GIBL Indiaforensic STL26091,169802.00,,1391548.00,2022-12-27
409000493201,BBPS DT 15052018,141740.47,,1392360.54,2022-10-13
409000611074,FDRL/INTERNAL FUND TRANSFE,,300000.00,1392541.00,2022-09-22
409000611074,FDRL/INTERNAL FUND TRANSFE,,200000.00,1392684.00,2023-01-01
409000611074,Indfor INCOME INDO REMI08081,3480.00,,1393305.00,2023-11-04
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1393607.00,2023-07-30
409000425051,BDP IS 6095,,1000.00,767578.60,2023-10-04
409000425051,BDP IS 6095,,1000.00,766578.60,2023-12-06
409000493201,BBPS DT 20052018,,17961.93,1396365.39,2022-05-05
409000425051,NEFT/SBIN316054795331/Mr,,1000.00,765583.32,2023-09-14
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1396785.00,2023-06-04
409000493201,BBPS SETMNT FOR DT 301020,322374.79,,1396861.56,2022-02-15
409000425051,BDP IS 6095,,1000.00,765578.60,2023-03-05
409000493201,BBPS DT 17052018,,13011.68,1398005.00,2022-07-19
409000611074,INDO GIBL Indiaforensic STL18061,709200.00,,1398896.00,2023-11-30
409000425051,NEFT/SBIN316054519453/Mr,,21000.00,764583.32,2023-08-12
409000493201,BBPS SETMNT FOR DT 041020,181195.86,,1399141.99,2022-01-07
409000611074,Indfor INCOME INDO REMI22101,2760.00,,1400586.00,2023-08-20
409000425051,BDP IS 6095,,1000.00,764578.60,2022-09-07
409000493201,BBPS DT 12052018,11483.23,,1402253.21,2023-08-17
409000425051,BDP IS 6095,,1000.00,763578.60,2022-02-23
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1403346.00,2023-06-16
409000425051,BDP IS 6095,,3000.00,762882.85,2022-06-25
409000425051,BDP IS 6095,,1000.00,762578.60,2022-03-06
409000611074,Indfor INCOME INDO REMI31081,3000.00,,1406084.00,2022-11-29
409000425051,BDP IS 6095,,12000.00,762572.85,2022-02-13
409000425051,BDP IS 6095,,1000.00,761578.60,2023-06-23
409000425051,NEFT/P16081210064975/ANIL,,1000.00,760578.60,2022-07-24
409000425051,BDP IS 6095,,5000.00,759882.85,2022-06-07
409000611074,Indfor INCOME INDO REMI17011,3600.00,,1407918.00,2022-05-20
409000425051,BDP IS 6095,,1000.00,759578.60,2022-01-28
409000611074,FDRL/INTERNAL FUND TRANSFE,,300000.00,1408829.00,2023-07-14
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1409084.00,2022-08-18
409000493201,FDRL/INTERNAL FUND TRANSFE,,50000.00,1409823.06,2022-09-19
409000425051,NEFT/SBIN316224151904/RAM,,1000.00,758578.60,2023-05-24
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1411518.00,2023-04-24
409000493201,FDRL/INTERNAL FUND TRANSFE,,300000.00,1412073.06,2022-11-06
409000493201,TRF FROM  Indiaforensic SERVICES,,750000.00,1412252.72,2022-02-15
409000493201,FDRL/INTERNAL FUND TRANSFE,,300000.00,1413097.99,2023-12-01
409000611074,Indfor INCOME INDO REMI08101,4080.00,,1413364.00,2023-04-17
409000425051,BDP IS 6095,,1000.00,757578.60,2022-04-15
409000425051,BDP IS 6095,,2000.00,756578.60,2022-06-07
409000493201,FDRL/INTERNAL FUND TRANSFE,,300000.00,1413736.44,2022-11-07
409000611074,Indfor INCOME INDO REMI20071,3600.00,,1414290.00,2022-07-24
409000425051,BDP IS 6095,,3000.00,754882.85,2022-11-22
409000493201,FDRL/INTERNAL FUND TRANSFE,,50000.00,1417228.69,2023-07-26
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1417444.00,2022-07-03
409000611074,FDRL/INTERNAL FUND TRANSFE,,300000.00,1417890.00,2022-04-02
409000611074,Indfor INCOME INDO REMI17111,1320.00,,1418181.00,2022-12-21
409000493201,BBPS DT 19052018,,20256.89,1418261.89,2023-04-10
409000425051,BDP IS 6095,,5000.00,754578.60,2022-10-04
409000493201,FDRL/INTERNAL FUND TRANSFE,,300000.00,1419236.35,2022-08-05
409000611074,INDO GIBL Indiaforensic STL18111,59700.00,,1419501.00,2023-05-09
409000611074,Indfor INCOME INDO REMI06081,3720.00,,1419700.00,2023-09-24
409000425051,BDP IS 6095,,5000.00,751882.85,2022-10-18
409000425051,NEFT/N299160199285360/RAK,,11000.00,750572.85,2023-04-16
409000425051,BDP IS 6095,,5000.00,749578.60,2023-09-03
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1423420.00,2022-04-05
409000493201,BBPS DT 13052018,,22479.51,1424732.72,2023-06-04
409000611074,Indfor INCOME INDO REMI15101,5160.00,,1424932.00,2022-11-09
409000425051,BDP IS 6095,,800.00,746882.85,2022-12-09
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,1425724.16,2022-08-27
409000493201,BBPS DT 05092018,,79407.40,1425947.05,2023-01-18
409000425051,BDP IS 6095,,3000.00,746082.85,2022-12-05
409000493201,BBPS SETMNT FOR DT 201020,36239.71,,1428291.37,2023-05-21
409000425051,BDP IS 6095,,1000.00,744578.60,2022-03-16
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,1428769.45,2022-04-21
409000611074,Indfor INCOME INDO REMI26071,3240.00,,1428966.00,2022-07-03
409000425051,NEFT/CBINH16223132289/Mr.,,1000.00,743578.60,2022-01-08
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1429620.00,2022-05-27
409000425051,BDP IS 6095,,5000.00,743082.85,2022-03-25
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1430092.00,2022-11-11
409000425051,NEFT/BKIDN16223186111/RAK,,11000.00,742578.60,2023-12-13
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1430859.00,2023-11-15
409000611074,FDRL/INTERNAL FUND TRANSFE,,300000.00,1432206.00,2023-10-23
409000611074,Indfor INCOME INDO REMI03081,1200.00,,1433371.00,2023-12-26
409000611074,INDO GIBL Indiaforensic STL26021,103300.00,,1433566.00,2022-07-25
409000611074,Indfor INCOME INDO REMI13071,3000.00,,1434320.00,2022-07-27
409000611074,INDO GIBL Indiaforensic STL02081,110550.00,,1434571.00,2022-07-20
409000425051,NEFT/CBINH16299A08915/MAH,,11000.00,739572.85,2022-10-21
409000493201,BBPS DT 25102018,,295669.35,1434732.31,2023-02-15
409000425051,NEFT/BDBLH16334003065/NAN,,8000.00,738082.85,2023-11-01
409000493201,BBPS SETTMT DTD 050817,174658.14,,1435164.92,2022-01-09
409000611074,INDO GIBL Indiaforensic STL03021,61500.00,,1435695.00,2023-01-16
409000611074,Indfor INCOME INDO REMI26101,1560.00,,1436434.00,2022-10-02
409000611074,INDO GIBL Indiaforensic STL14071,121300.00,,1437320.00,2023-11-07
409000425051,NEFT/SBIN916221237880/Mr,,11000.00,731578.60,2023-12-09
409000493201,BBPS DT 16092018,,113977.87,1437926.18,2023-12-26
409000611074,FDRL/INTERNAL FUND TRANSFE,,200000.00,1437994.00,2023-07-13
409000493201,BBPS DT 21052018,,41666.35,1438031.74,2023-08-01
409000611074,INDO GIBL Indiaforensic STL10091,44800.00,,1440139.00,2022-09-23
409000611074,Indfor INCOME INDO REMI18121,3480.00,,1441045.00,2023-05-03
409000611074,Indfor INCOME INDO REMI12081,840.00,,1441145.00,2022-08-08
409000611074,INDO GIBL Indiaforensic STL11081,200700.00,,1441985.00,2023-06-30
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,1442345.42,2022-06-29
409000493201,BBPS DT 28102018,,282479.10,1442355.61,2023-05-03
409000425051,BDP IS 6095,,3000.00,730082.85,2023-08-15
409000611074,Indfor INCOME INDO REMI11121,3360.00,,1442782.00,2023-04-04
409000493201,BBPS DT 13122008,,126219.22,1444015.65,2023-03-19
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1444525.00,2023-08-05
409000425051,NEFT/MAHBH16298499334/Mr.,,12000.00,728572.85,2023-02-13
409000425051,BDP IS 6095,,5000.00,727082.85,2022-06-16
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1445845.00,2022-04-17
409000425051,BDP IS 6095,,3000.00,722082.85,2022-05-27
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1446142.00,2022-06-03
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,1446620.71,2022-03-17
409000611074,INDO GIBL Indiaforensic STL28041,160300.00,,1447593.00,2023-06-21
409000611074,Indfor INCOME INDO REMI23011,2880.00,,1448763.00,2022-05-07
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,1450500.80,2023-07-27
409000425051,NEFT/CBINH16221A01703/PRA,,11000.00,720578.60,2022-09-18
409000425051,BDP IS 6095,,5000.00,719082.85,2022-06-27
409000611074,INDO GIBL Indiaforensic STL20011,96200.00,,1451510.00,2022-05-05
409000425051,NEFT/SBIN116298681910/GAN,,12000.00,716572.85,2023-11-29
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1451643.00,2022-08-13
409000611074,Indfor INCOME INDO REMI01101,3720.00,,1452607.00,2022-03-28
409000425051,BDP IS 6095,,3000.00,714082.85,2022-09-20
409000425051,BDP IS 6095,,5000.00,711082.85,2022-06-13
409000611074,INDO GIBL Indiaforensic STL12011,392251.00,,1456245.00,2023-07-24
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1456327.00,2022-07-31
409000611074,Indfor INCOME INDO REMI16011,3000.00,,1457719.00,2023-09-02
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1458319.00,2023-11-15
409000425051,BDP IS 6095,,1000.00,709578.60,2022-11-12
409000493201,FDRL/INTERNAL FUND TRANSFE,,300000.00,1458660.38,2023-07-13
409000493201,FDRL/INTERNAL FUND TRANSFE,,50000.00,1459823.06,2022-09-30
409000611074,FDRL/INTERNAL FUND TRANSFE,,300000.00,1460679.00,2023-02-01
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1460719.00,2022-02-23
409000611074,Indfor INCOME INDO REMI09071,4800.00,,1461534.00,2023-12-20
409000425051,BDP IS 6095,,1000.00,708578.60,2022-02-06
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1461857.00,2022-08-15
409000425051,BDP IS 6095,,1000.00,707578.60,2023-11-29
409000493201,BBPS SETMNT FOR DT 191020,118763.54,,1464531.08,2022-02-17
409000425051,NEFT/PUNBH16218531092/ASH,,1000.00,706578.60,2023-08-22
409000611074,Indfor INCOME INDO REMI31071,2760.00,,1464891.00,2023-03-04
